Timestamp,Energy Consumption (kWh)
2024-01-01 00:00:00,1.0712613076527628
2024-01-01 00:30:00,1.454041695217735
2024-01-01 01:00:00,1.18703248765395
2024-01-01 01:30:00,1.3486235731756437
2024-01-01 02:00:00,1.1511086556821757
2024-01-01 02:30:00,0.6277741153139064
2024-01-01 03:00:00,1.1885226823974113
2024-01-01 03:30:00,0.9603184369021346
2024-01-01 04:00:00,4.29913336768102
2024-01-01 04:30:00,3.860547941750369
2024-01-01 05:00:00,0.7036604608115137
2024-01-01 05:30:00,1.0276184457651452
2024-01-01 06:00:00,1.2819715800605809
2024-01-01 06:30:00,1.097690242638245
2024-01-01 07:00:00,0.6094389545350353
2024-01-01 07:30:00,1.3644803349901902
2024-01-01 08:00:00,1.0406759792449756
2024-01-01 08:30:00,1.3620325226837857
2024-01-01 09:00:00,0.9831529182482629
2024-01-01 09:30:00,0.9640140514185929
2024-01-01 10:00:00,1.2802948946252442
2024-01-01 10:30:00,0.7650826470412104
2024-01-01 11:00:00,1.0795750182001504
2024-01-01 11:30:00,1.3307011973161007
2024-01-01 12:00:00,4.379164500097434
2024-01-01 12:30:00,2.405153721741135
2024-01-01 13:00:00,0.9168062787749689
2024-01-01 13:30:00,1.2991989107555804
2024-01-01 14:00:00,0.8798334624069657
2024-01-01 14:30:00,1.0614407494990612
2024-01-01 15:00:00,1.162122879984445
2024-01-01 15:30:00,1.0625857803352239
2024-01-01 16:00:00,0.6206019785114485
2024-01-01 16:30:00,0.8174709207707924
2024-01-01 17:00:00,0.744034004138194
2024-01-01 17:30:00,1.2685172251442105
2024-01-01 18:00:00,0.5272745347783452
2024-01-01 18:30:00,0.5709301142543259
2024-01-01 19:00:00,1.0576681761611302
2024-01-01 19:30:00,1.1073602164440142
2024-01-01 20:00:00,3.341481347203259
2024-01-01 20:30:00,3.062113061917218
2024-01-01 21:00:00,1.4671035350981785
2024-01-01 21:30:00,1.4319274118335574
2024-01-01 22:00:00,0.5295288309795212
2024-01-01 22:30:00,1.3169799085657699
2024-01-01 23:00:00,1.069272453041426
2024-01-01 23:30:00,1.407214590208544
2024-01-02 00:00:00,0.6592038223692348
2024-01-02 00:30:00,1.069306520356307
2024-01-02 01:00:00,1.0674915298493484
2024-01-02 01:30:00,1.469219263856147
2024-01-02 02:00:00,1.2434780190517802
2024-01-02 02:30:00,1.4801043727322245
2024-01-02 03:00:00,1.1020744497679629
2024-01-02 03:30:00,0.6544958312231848
2024-01-02 04:00:00,4.242698334344371
2024-01-02 04:30:00,4.513173137266679
2024-01-02 05:00:00,0.9896030284970142
2024-01-02 05:30:00,1.4217096903346014
2024-01-02 06:00:00,1.4548920651349826
2024-01-02 06:30:00,0.5730810094476825
2024-01-02 07:00:00,1.3673296670986357
2024-01-02 07:30:00,1.1070970985704784
2024-01-02 08:00:00,1.4649917916123267
2024-01-02 08:30:00,1.1379305840164178
2024-01-02 09:00:00,0.7417570965223521
2024-01-02 09:30:00,0.7945725457818283
2024-01-02 10:00:00,0.7400357856327964
2024-01-02 10:30:00,0.6086617700462462
2024-01-02 11:00:00,1.4356216683176817
2024-01-02 11:30:00,1.493268605716139
2024-01-02 12:00:00,3.761200435837516
2024-01-02 12:30:00,4.44030441041547
2024-01-02 13:00:00,0.6452191380512221
2024-01-02 13:30:00,0.9094443378685018
2024-01-02 14:00:00,1.3539817242001106
2024-01-02 14:30:00,0.5934131006921227
2024-01-02 15:00:00,1.349839129337112
2024-01-02 15:30:00,0.9250753650522346
2024-01-02 16:00:00,1.1477885851519427
2024-01-02 16:30:00,1.4039927633909917
2024-01-02 17:00:00,0.6922915356438317
2024-01-02 17:30:00,0.5949370394003874
2024-01-02 18:00:00,1.309176622414437
2024-01-02 18:30:00,1.1550290178200187
2024-01-02 19:00:00,1.4510878467465784
2024-01-02 19:30:00,0.8154318689773605
2024-01-02 20:00:00,3.6628563293938563
2024-01-02 20:30:00,3.4011525752151677
2024-01-02 21:00:00,0.833008575859443
2024-01-02 21:30:00,1.3125257841990727
2024-01-02 22:00:00,0.5232560855917231
2024-01-02 22:30:00,0.6707251492999681
2024-01-02 23:00:00,0.848920754892665
2024-01-02 23:30:00,1.0612836716231888
2024-01-03 00:00:00,1.268353509620645
2024-01-03 00:30:00,1.0911205241513273
2024-01-03 01:00:00,0.9734615388781396
2024-01-03 01:30:00,1.0326958860310413
2024-01-03 02:00:00,1.0171890697020136
2024-01-03 02:30:00,1.1038527126669533
2024-01-03 03:00:00,0.5013201515923568
2024-01-03 03:30:00,0.8619237347962038
2024-01-03 04:00:00,5.11980181656876
2024-01-03 04:30:00,4.2577576873531235
2024-01-03 05:00:00,1.2827252736834716
2024-01-03 05:30:00,0.6558698420155602
2024-01-03 06:00:00,0.5966710102025421
2024-01-03 06:30:00,1.096800390405074
2024-01-03 07:00:00,1.049085141210407
2024-01-03 07:30:00,1.0440286639736769
2024-01-03 08:00:00,1.392404827211256
2024-01-03 08:30:00,0.5816306329165606
2024-01-03 09:00:00,1.3807930314903392
2024-01-03 09:30:00,0.9289125120490861
2024-01-03 10:00:00,0.6722840585786435
2024-01-03 10:30:00,0.9271642673093037
2024-01-03 11:00:00,0.6701652701412409
2024-01-03 11:30:00,1.3920612476293708
2024-01-03 12:00:00,4.162829039957529
2024-01-03 12:30:00,7.070562306884822
2024-01-03 13:00:00,0.8761032115521832
2024-01-03 13:30:00,1.0482901932296387
2024-01-03 14:00:00,1.3939344804127103
2024-01-03 14:30:00,1.1507027908595424
2024-01-03 15:00:00,0.83173257046586
2024-01-03 15:30:00,1.2441709054708867
2024-01-03 16:00:00,1.3410484965366896
2024-01-03 16:30:00,0.8099019300919847
2024-01-03 17:00:00,1.0806518946687034
2024-01-03 17:30:00,1.4650561027965
2024-01-03 18:00:00,1.3150075140253343
2024-01-03 18:30:00,1.2297389946249044
2024-01-03 19:00:00,1.4858573346477
2024-01-03 19:30:00,1.2553466338755586
2024-01-03 20:00:00,5.674587441811632
2024-01-03 20:30:00,3.2528221296439526
2024-01-03 21:00:00,1.385080753578947
2024-01-03 21:30:00,1.2061691868971252
2024-01-03 22:00:00,0.5999848426851724
2024-01-03 22:30:00,1.0690773833067566
